Date,Open,Close,High,Low,Volume
2020-09-29 14:54:00,1.17323,1.17338,1.17339,1.17321,243
2020-09-29 14:55:00,1.17339,1.17339,1.17347,1.17325,238
2020-09-29 14:56:00,1.17339,1.17342,1.17353,1.17339,224
2020-09-29 14:57:00,1.17342,1.17333,1.17343,1.17329,161
2020-09-29 14:58:00,1.17333,1.17305,1.17345,1.17302,275
2020-09-29 14:59:00,1.17305,1.17302,1.17317,1.173,346
2020-09-29 15:00:00,1.17301,1.1731,1.17326,1.173,300
2020-09-29 15:01:00,1.1731,1.17286,1.17331,1.17274,358
2020-09-29 15:02:00,1.17286,1.17278,1.17293,1.17276,263
2020-09-29 15:03:00,1.17278,1.17296,1.17313,1.17278,333
2020-09-29 15:04:00,1.17297,1.17299,1.17308,1.17282,262
2020-09-29 15:05:00,1.17298,1.17297,1.17308,1.17297,128
2020-09-29 15:06:00,1.17298,1.17337,1.17339,1.17297,108
2020-09-29 15:07:00,1.17335,1.17369,1.17369,1.17333,144
2020-09-29 15:08:00,1.17369,1.17407,1.17415,1.17361,271
2020-09-29 15:09:00,1.17405,1.17389,1.17405,1.17375,220
2020-09-29 15:10:00,1.17389,1.17378,1.17389,1.17365,144
2020-09-29 15:11:00,1.17379,1.17376,1.17387,1.17369,150
2020-09-29 15:12:00,1.17376,1.17377,1.17387,1.17372,137
2020-09-29 15:13:00,1.17377,1.17373,1.17397,1.17373,269
2020-09-29 15:14:00,1.17373,1.17371,1.17379,1.17368,58
2020-09-29 15:15:00,1.17371,1.1735,1.17377,1.17349,149
2020-09-29 15:16:00,1.1735,1.17351,1.17361,1.17337,210
2020-09-29 15:17:00,1.17351,1.17364,1.17371,1.17351,150
2020-09-29 15:18:00,1.17364,1.17361,1.17366,1.17359,97
2020-09-29 15:19:00,1.17361,1.17355,1.17364,1.1735,72
2020-09-29 15:20:00,1.17355,1.17367,1.17371,1.17349,127
2020-09-29 15:21:00,1.17367,1.17381,1.17387,1.17367,83
2020-09-29 15:22:00,1.17382,1.17399,1.17401,1.17382,97
2020-09-29 15:23:00,1.17399,1.17399,1.17413,1.17395,159
2020-09-29 15:24:00,1.17399,1.17407,1.17407,1.17395,86
2020-09-29 15:25:00,1.17408,1.17404,1.17416,1.17399,87
2020-09-29 15:26:00,1.17404,1.17417,1.17417,1.17403,77
2020-09-29 15:27:00,1.1742,1.17397,1.17421,1.17397,128
2020-09-29 15:28:00,1.17397,1.17372,1.17397,1.17363,149
2020-09-29 15:29:00,1.17371,1.17367,1.17375,1.17359,142
2020-09-29 15:30:00,1.17366,1.17372,1.17377,1.17359,106
2020-09-29 15:31:00,1.17376,1.17359,1.17377,1.17357,180
2020-09-29 15:32:00,1.17358,1.17353,1.17358,1.17343,143
2020-09-29 15:33:00,1.17353,1.17347,1.17353,1.17334,151
2020-09-29 15:34:00,1.17347,1.17355,1.17365,1.17339,198
2020-09-29 15:35:00,1.17355,1.17386,1.17387,1.17351,376
2020-09-29 15:36:00,1.17385,1.17376,1.17401,1.17375,188
2020-09-29 15:37:00,1.17375,1.17377,1.17383,1.17373,161
2020-09-29 15:38:00,1.17377,1.17388,1.17391,1.17375,160
2020-09-29 15:39:00,1.17388,1.17395,1.17395,1.17387,122
2020-09-29 15:40:00,1.17395,1.17379,1.17397,1.17376,145
2020-09-29 15:41:00,1.17379,1.17343,1.17392,1.1734,295
2020-09-29 15:42:00,1.17342,1.17255,1.17351,1.17254,443
2020-09-29 15:43:00,1.17255,1.1723,1.17285,1.17222,477
2020-09-29 15:44:00,1.17231,1.17225,1.17238,1.17201,341
2020-09-29 15:45:00,1.17222,1.17199,1.17227,1.17199,168
2020-09-29 15:46:00,1.17201,1.17185,1.1721,1.17181,257
2020-09-29 15:47:00,1.17185,1.17187,1.17195,1.17165,243
2020-09-29 15:48:00,1.17185,1.17187,1.17191,1.17161,191
2020-09-29 15:49:00,1.17187,1.17195,1.17222,1.17185,170
2020-09-29 15:50:00,1.17195,1.17191,1.17199,1.17179,250
2020-09-29 15:51:00,1.17191,1.17182,1.17192,1.17177,159
2020-09-29 15:52:00,1.17181,1.17199,1.17199,1.17179,131
2020-09-29 15:53:00,1.172,1.17199,1.17225,1.17195,121
2020-09-29 15:54:00,1.17201,1.17187,1.17205,1.17187,104
2020-09-29 15:55:00,1.17189,1.17191,1.17198,1.17187,141
2020-09-29 15:56:00,1.17192,1.17209,1.1721,1.17188,73
2020-09-29 15:57:00,1.17209,1.17213,1.17225,1.17205,141
2020-09-29 15:58:00,1.17212,1.1718,1.17213,1.17173,90
2020-09-29 15:59:00,1.17181,1.17177,1.17191,1.17173,178
2020-09-29 16:00:00,1.17179,1.17165,1.17188,1.17165,330
2020-09-29 16:01:00,1.17164,1.17155,1.17167,1.17147,438
2020-09-29 16:02:00,1.17155,1.17171,1.17171,1.17153,142
2020-09-29 16:03:00,1.17171,1.17185,1.17195,1.17171,149
2020-09-29 16:04:00,1.17185,1.17157,1.17185,1.17131,188
2020-09-29 16:05:00,1.17157,1.17137,1.17157,1.17127,168
2020-09-29 16:06:00,1.17136,1.17126,1.17142,1.17122,264
2020-09-29 16:07:00,1.17125,1.17101,1.17125,1.17097,204
2020-09-29 16:08:00,1.17102,1.17136,1.17136,1.17101,142
2020-09-29 16:09:00,1.17136,1.17142,1.17143,1.17125,81
2020-09-29 16:10:00,1.17142,1.17162,1.17164,1.17139,57
2020-09-29 16:11:00,1.17163,1.1715,1.17167,1.1715,102
2020-09-29 16:12:00,1.1715,1.17159,1.17161,1.17141,136
2020-09-29 16:13:00,1.17159,1.17165,1.17165,1.17148,92
2020-09-29 16:14:00,1.17163,1.17162,1.17164,1.17141,232
2020-09-29 16:15:00,1.17162,1.17132,1.17164,1.17131,117
2020-09-29 16:16:00,1.17133,1.17148,1.17148,1.1713,116
2020-09-29 16:17:00,1.17149,1.17133,1.17149,1.17133,74
2020-09-29 16:18:00,1.17133,1.17147,1.1715,1.17132,94
2020-09-29 16:19:00,1.1715,1.17163,1.17167,1.17147,104
2020-09-29 16:20:00,1.17163,1.17153,1.17163,1.17151,118
2020-09-29 16:21:00,1.17153,1.17162,1.17162,1.17149,134
2020-09-29 16:22:00,1.17162,1.17153,1.17167,1.17153,62
2020-09-29 16:23:00,1.17153,1.17179,1.17181,1.17153,91
2020-09-29 16:24:00,1.17179,1.17186,1.17193,1.17177,101
2020-09-29 16:25:00,1.17187,1.17177,1.17189,1.17171,163
2020-09-29 16:26:00,1.17177,1.17171,1.17177,1.17155,88
2020-09-29 16:27:00,1.17171,1.17171,1.17171,1.17161,63
2020-09-29 16:28:00,1.17171,1.17183,1.17185,1.17168,78
2020-09-29 16:29:00,1.17183,1.17203,1.17207,1.17179,78
2020-09-29 16:30:00,1.17202,1.17239,1.17239,1.17201,200
2020-09-29 16:31:00,1.17239,1.17255,1.17263,1.17232,155
2020-09-29 16:32:00,1.17255,1.17248,1.17257,1.17239,91
2020-09-29 16:33:00,1.17249,1.17249,1.17259,1.17243,128
2020-09-29 16:34:00,1.17251,1.17254,1.17255,1.17245,49
2020-09-29 16:35:00,1.17254,1.17263,1.17267,1.1725,55
2020-09-29 16:36:00,1.17263,1.17273,1.17278,1.17263,112
2020-09-29 16:37:00,1.17272,1.17273,1.17276,1.17267,72
2020-09-29 16:38:00,1.17273,1.17309,1.17309,1.17272,129
2020-09-29 16:39:00,1.17306,1.17321,1.17321,1.17301,124
2020-09-29 16:40:00,1.17321,1.17341,1.17343,1.17319,130
2020-09-29 16:41:00,1.17339,1.17328,1.17339,1.17307,192
2020-09-29 16:42:00,1.17328,1.17317,1.1733,1.17314,147
2020-09-29 16:43:00,1.17317,1.17317,1.17317,1.17312,128
2020-09-29 16:44:00,1.17317,1.17309,1.17317,1.17305,138
2020-09-29 16:45:00,1.17309,1.17291,1.17311,1.17291,148
2020-09-29 16:46:00,1.17291,1.173,1.173,1.1729,105
2020-09-29 16:47:00,1.173,1.17331,1.17331,1.173,145
2020-09-29 16:48:00,1.17333,1.17353,1.17354,1.17333,46
2020-09-29 16:49:00,1.17353,1.17357,1.17389,1.17351,122
2020-09-29 16:50:00,1.17357,1.17359,1.17372,1.17357,63
2020-09-29 16:51:00,1.17359,1.17374,1.17375,1.17359,52
2020-09-29 16:52:00,1.17374,1.17373,1.17374,1.17361,74
2020-09-29 16:53:00,1.17373,1.17373,1.17375,1.17365,72
2020-09-29 16:54:00,1.17373,1.1737,1.17375,1.17363,107
2020-09-29 16:55:00,1.1737,1.17368,1.17372,1.17364,74
2020-09-29 16:56:00,1.17368,1.17393,1.17396,1.17368,149
2020-09-29 16:57:00,1.17391,1.17385,1.17391,1.17373,191
2020-09-29 16:58:00,1.17385,1.17417,1.17421,1.17385,273
2020-09-29 16:59:00,1.17417,1.1739,1.17417,1.17383,308
2020-09-29 17:00:00,1.17389,1.17377,1.17394,1.17374,234
2020-09-29 17:01:00,1.17377,1.17388,1.17397,1.17366,282
2020-09-29 17:02:00,1.17388,1.17371,1.17391,1.1737,140
2020-09-29 17:03:00,1.17371,1.17369,1.17375,1.17366,114
2020-09-29 17:04:00,1.17369,1.17361,1.1737,1.17361,61
2020-09-29 17:05:00,1.17361,1.17354,1.17365,1.17351,130
2020-09-29 17:06:00,1.17354,1.17362,1.17381,1.17351,231
2020-09-29 17:07:00,1.17362,1.17361,1.17366,1.17358,70
2020-09-29 17:08:00,1.17361,1.17331,1.17361,1.17329,164
2020-09-29 17:09:00,1.17331,1.17341,1.17345,1.17326,156
2020-09-29 17:10:00,1.17341,1.17341,1.17346,1.17337,52
2020-09-29 17:11:00,1.17341,1.17348,1.17349,1.17341,68
2020-09-29 17:12:00,1.17348,1.17343,1.17351,1.17343,53
2020-09-29 17:13:00,1.17343,1.17332,1.1735,1.17327,133
2020-09-29 17:14:00,1.17332,1.17339,1.17339,1.17329,97
2020-09-29 17:15:00,1.17339,1.17331,1.17343,1.17329,151
2020-09-29 17:16:00,1.17331,1.17337,1.17344,1.17331,159
2020-09-29 17:17:00,1.17337,1.17321,1.17337,1.1732,93
2020-09-29 17:18:00,1.17322,1.17331,1.17338,1.17322,71
2020-09-29 17:19:00,1.17331,1.17343,1.17343,1.17331,133
2020-09-29 17:20:00,1.17342,1.17351,1.17353,1.17341,82
2020-09-29 17:21:00,1.17351,1.17355,1.17357,1.17347,101
2020-09-29 17:22:00,1.17355,1.17352,1.1736,1.17351,92
2020-09-29 17:23:00,1.17352,1.17357,1.17362,1.17351,119
2020-09-29 17:24:00,1.17357,1.17353,1.17357,1.17347,40
2020-09-29 17:25:00,1.17352,1.17359,1.17359,1.17351,27
2020-09-29 17:26:00,1.17359,1.17369,1.17369,1.17359,39
2020-09-29 17:27:00,1.17369,1.17363,1.17369,1.17361,18
2020-09-29 17:28:00,1.17363,1.17363,1.17367,1.17361,30
2020-09-29 17:29:00,1.17363,1.17358,1.17363,1.17357,24
2020-09-29 17:30:00,1.17358,1.17368,1.17368,1.17353,39
2020-09-29 17:31:00,1.17368,1.17373,1.17381,1.17368,43
2020-09-29 17:32:00,1.17373,1.17381,1.17381,1.17368,38
2020-09-29 17:33:00,1.17381,1.1738,1.17385,1.17379,15
2020-09-29 17:34:00,1.17377,1.17375,1.17379,1.17372,42
2020-09-29 17:35:00,1.17375,1.17371,1.17375,1.17367,16
2020-09-29 17:36:00,1.17371,1.17355,1.17371,1.17353,132
2020-09-29 17:37:00,1.17355,1.17361,1.17366,1.17353,160
2020-09-29 17:38:00,1.17361,1.17366,1.17367,1.17359,82
2020-09-29 17:39:00,1.17366,1.17374,1.17375,1.17366,124
2020-09-29 17:40:00,1.17374,1.17372,1.17375,1.17366,38
2020-09-29 17:41:00,1.17372,1.17371,1.17372,1.17366,60
2020-09-29 17:42:00,1.17371,1.17356,1.17373,1.17356,79
2020-09-29 17:43:00,1.17356,1.17361,1.17361,1.17351,83
2020-09-29 17:44:00,1.17361,1.17361,1.17363,1.17352,72
2020-09-29 17:45:00,1.17361,1.17351,1.17361,1.17351,24
2020-09-29 17:46:00,1.17351,1.17358,1.17361,1.17351,44
2020-09-29 17:47:00,1.17359,1.17362,1.17363,1.17359,13
2020-09-29 17:48:00,1.17362,1.17365,1.17372,1.17361,32
2020-09-29 17:49:00,1.17365,1.17363,1.17368,1.17363,8
2020-09-29 17:50:00,1.17363,1.17368,1.17368,1.1736,18
2020-09-29 17:51:00,1.17368,1.17396,1.17399,1.17368,52
2020-09-29 17:52:00,1.17396,1.17387,1.17396,1.17385,72
2020-09-29 17:53:00,1.17387,1.17393,1.17393,1.17384,61
2020-09-29 17:54:00,1.17393,1.17393,1.17403,1.17392,65
2020-09-29 17:55:00,1.17393,1.17388,1.17393,1.17383,29
2020-09-29 17:56:00,1.17388,1.17417,1.17419,1.17388,106
2020-09-29 17:57:00,1.17416,1.17398,1.17416,1.17393,89
2020-09-29 17:58:00,1.17398,1.17413,1.17417,1.17398,76
2020-09-29 17:59:00,1.17413,1.17415,1.17428,1.17412,95
2020-09-29 18:00:00,1.17415,1.17415,1.17423,1.17412,111
2020-09-29 18:01:00,1.17414,1.17429,1.17429,1.17411,69
2020-09-29 18:02:00,1.17428,1.17418,1.17429,1.17415,110
2020-09-29 18:03:00,1.17419,1.17437,1.17452,1.17419,91
2020-09-29 18:04:00,1.17437,1.17428,1.17438,1.17428,54
2020-09-29 18:05:00,1.17427,1.17427,1.17427,1.17425,23
2020-09-29 18:06:00,1.17427,1.17427,1.17432,1.17427,13
2020-09-29 18:07:00,1.17427,1.17417,1.17427,1.17414,67
2020-09-29 18:08:00,1.17417,1.17423,1.17427,1.17417,22
2020-09-29 18:09:00,1.17423,1.17419,1.17426,1.17417,40
2020-09-29 18:10:00,1.17419,1.17438,1.17439,1.17418,35
2020-09-29 18:11:00,1.17438,1.17439,1.17444,1.17433,39
2020-09-29 18:12:00,1.17439,1.17435,1.17439,1.17431,60
2020-09-29 18:13:00,1.17435,1.17426,1.17435,1.17424,32
2020-09-29 18:14:00,1.17426,1.17422,1.17426,1.17414,29
2020-09-29 18:15:00,1.17422,1.17421,1.17423,1.17414,42
2020-09-29 18:16:00,1.17419,1.17417,1.17421,1.17415,23
2020-09-29 18:17:00,1.17417,1.17442,1.17457,1.17417,98
2020-09-29 18:18:00,1.17443,1.17442,1.17443,1.17436,44
2020-09-29 18:19:00,1.17443,1.1745,1.17451,1.17437,40
2020-09-29 18:20:00,1.1745,1.17453,1.17454,1.17449,49
2020-09-29 18:21:00,1.17453,1.1745,1.17453,1.17443,58
2020-09-29 18:22:00,1.1745,1.17441,1.1745,1.17441,51
2020-09-29 18:23:00,1.17441,1.17437,1.17447,1.17435,60
2020-09-29 18:24:00,1.17438,1.17425,1.17441,1.17425,52
2020-09-29 18:25:00,1.17425,1.17426,1.17434,1.17425,32
2020-09-29 18:26:00,1.17425,1.17429,1.17431,1.17423,17
2020-09-29 18:27:00,1.17429,1.17427,1.17433,1.17427,26
2020-09-29 18:28:00,1.17427,1.17435,1.17435,1.17427,44
2020-09-29 18:29:00,1.17435,1.17439,1.17446,1.17435,57
2020-09-29 18:30:00,1.17439,1.17441,1.17441,1.17437,74
2020-09-29 18:31:00,1.17441,1.17433,1.17441,1.17433,62
2020-09-29 18:32:00,1.17432,1.17438,1.17439,1.17431,28
2020-09-29 18:33:00,1.17438,1.17443,1.17447,1.17438,18
2020-09-29 18:34:00,1.17443,1.17439,1.17443,1.17437,48
2020-09-29 18:35:00,1.17439,1.17433,1.17439,1.17427,48
2020-09-29 18:36:00,1.17433,1.17429,1.17433,1.17427,20
2020-09-29 18:37:00,1.17429,1.17427,1.17429,1.17426,25
2020-09-29 18:38:00,1.17427,1.17411,1.17429,1.17411,56
2020-09-29 18:39:00,1.17411,1.17419,1.17421,1.17411,79
2020-09-29 18:40:00,1.17419,1.17421,1.17425,1.17419,48
2020-09-29 18:41:00,1.17421,1.17418,1.17425,1.17415,95
2020-09-29 18:42:00,1.17417,1.17408,1.17417,1.17408,47
2020-09-29 18:43:00,1.17408,1.17391,1.17408,1.1739,88
2020-09-29 18:44:00,1.17391,1.17386,1.17391,1.17385,115
2020-09-29 18:45:00,1.17386,1.17391,1.17395,1.17385,87
2020-09-29 18:46:00,1.17391,1.1739,1.17393,1.17387,55
2020-09-29 18:47:00,1.1739,1.17395,1.17395,1.1739,35
2020-09-29 18:48:00,1.17395,1.17396,1.174,1.17393,56
2020-09-29 18:49:00,1.17396,1.17389,1.17396,1.17387,46
2020-09-29 18:50:00,1.17389,1.17391,1.17391,1.17383,55
2020-09-29 18:51:00,1.17391,1.17386,1.17396,1.17386,26
2020-09-29 18:52:00,1.17386,1.17381,1.17389,1.17381,40
2020-09-29 18:53:00,1.17381,1.17387,1.17387,1.17379,21
2020-09-29 18:54:00,1.17387,1.17397,1.17405,1.17387,91
2020-09-29 18:55:00,1.17399,1.17389,1.17402,1.17387,74
2020-09-29 18:56:00,1.17389,1.17382,1.17393,1.17382,57
2020-09-29 18:57:00,1.17382,1.1738,1.17385,1.1738,37
2020-09-29 18:58:00,1.1738,1.17387,1.17387,1.17377,91
2020-09-29 18:59:00,1.17387,1.17398,1.17399,1.17385,34
2020-09-29 19:00:00,1.17397,1.17367,1.17397,1.17367,114
2020-09-29 19:01:00,1.17368,1.17379,1.17383,1.17368,141
2020-09-29 19:02:00,1.17379,1.17385,1.17388,1.17357,94
2020-09-29 19:03:00,1.17385,1.17389,1.17401,1.17385,67
2020-09-29 19:04:00,1.17389,1.17379,1.17389,1.17374,42
2020-09-29 19:05:00,1.17379,1.17387,1.17389,1.17379,31
2020-09-29 19:06:00,1.17387,1.17384,1.17387,1.17379,19
2020-09-29 19:07:00,1.17384,1.17383,1.17389,1.17381,35
2020-09-29 19:08:00,1.17383,1.1738,1.17384,1.17377,29
2020-09-29 19:09:00,1.1738,1.17395,1.17395,1.1738,21
2020-09-29 19:10:00,1.17395,1.17388,1.17395,1.17387,20
2020-09-29 19:11:00,1.17389,1.17382,1.17389,1.17377,24
2020-09-29 19:12:00,1.17382,1.17383,1.17387,1.17381,50
2020-09-29 19:13:00,1.17383,1.17383,1.17383,1.17373,57
2020-09-29 19:14:00,1.17383,1.17381,1.17384,1.17377,25
2020-09-29 19:15:00,1.17381,1.17373,1.17381,1.17373,21
2020-09-29 19:16:00,1.17373,1.17369,1.17373,1.17369,23
2020-09-29 19:17:00,1.17371,1.17379,1.17379,1.17371,24
2020-09-29 19:18:00,1.17379,1.17381,1.17385,1.17375,39
2020-09-29 19:19:00,1.17381,1.17388,1.17391,1.17381,53
2020-09-29 19:20:00,1.17388,1.17392,1.17393,1.17388,18
2020-09-29 19:21:00,1.17392,1.17387,1.17392,1.17383,58
2020-09-29 19:22:00,1.17387,1.17396,1.17397,1.17381,56
2020-09-29 19:23:00,1.17396,1.17397,1.17401,1.17391,84
2020-09-29 19:24:00,1.17397,1.17402,1.17407,1.17396,88
2020-09-29 19:25:00,1.17402,1.17408,1.17408,1.17402,73
2020-09-29 19:26:00,1.17408,1.17409,1.1741,1.17401,79
2020-09-29 19:27:00,1.1741,1.17409,1.1741,1.17403,52
2020-09-29 19:28:00,1.17411,1.17399,1.17411,1.17397,90
2020-09-29 19:29:00,1.17399,1.17397,1.17403,1.17397,84
2020-09-29 19:30:00,1.17397,1.17402,1.17403,1.17395,85
2020-09-29 19:31:00,1.17402,1.17411,1.17415,1.17396,75
2020-09-29 19:32:00,1.17411,1.17414,1.17418,1.17411,45
2020-09-29 19:33:00,1.17414,1.17414,1.17415,1.17411,27
2020-09-29 19:34:00,1.17413,1.17415,1.17415,1.17413,14
2020-09-29 19:35:00,1.17415,1.17415,1.17417,1.17413,12
2020-09-29 19:36:00,1.17415,1.17413,1.17421,1.17413,39
2020-09-29 19:37:00,1.17413,1.17407,1.17413,1.17402,70
2020-09-29 19:38:00,1.17407,1.174,1.17409,1.17395,24
2020-09-29 19:39:00,1.17401,1.17403,1.17411,1.17401,24
2020-09-29 19:40:00,1.17403,1.174,1.17403,1.17399,17
2020-09-29 19:41:00,1.17401,1.17407,1.17409,1.17401,22
2020-09-29 19:42:00,1.17407,1.17398,1.17409,1.17397,64
2020-09-29 19:43:00,1.17398,1.174,1.17403,1.17397,39
2020-09-29 19:44:00,1.174,1.17403,1.17403,1.17397,37
2020-09-29 19:45:00,1.17403,1.17409,1.17413,1.17402,36
2020-09-29 19:46:00,1.17409,1.17413,1.17413,1.17409,16
2020-09-29 19:47:00,1.17413,1.1742,1.17421,1.17413,18
2020-09-29 19:48:00,1.17424,1.17433,1.17433,1.1742,34
2020-09-29 19:49:00,1.17433,1.17439,1.17439,1.17431,36
2020-09-29 19:50:00,1.17439,1.17434,1.17439,1.17429,49
2020-09-29 19:51:00,1.17435,1.17436,1.17436,1.17433,21
2020-09-29 19:52:00,1.17436,1.17441,1.17443,1.17436,33
2020-09-29 19:53:00,1.17441,1.17433,1.17441,1.17424,42
2020-09-29 19:54:00,1.17433,1.17436,1.17437,1.17429,54
2020-09-29 19:55:00,1.17435,1.17439,1.17443,1.17433,52
2020-09-29 19:56:00,1.17439,1.17416,1.17443,1.17414,81
2020-09-29 19:57:00,1.17417,1.17399,1.17417,1.17391,53
2020-09-29 19:58:00,1.174,1.17403,1.17405,1.17387,74
2020-09-29 19:59:00,1.17402,1.1739,1.17402,1.1739,73
2020-09-29 20:00:00,1.1739,1.17399,1.17399,1.17379,89
2020-09-29 20:01:00,1.17398,1.17374,1.174,1.17371,145
2020-09-29 20:02:00,1.17373,1.17367,1.17373,1.17363,90
2020-09-29 20:03:00,1.17367,1.17369,1.17371,1.17364,39
2020-09-29 20:04:00,1.17367,1.17375,1.17381,1.17367,29
2020-09-29 20:05:00,1.17375,1.17385,1.17387,1.17375,49
2020-09-29 20:06:00,1.17385,1.17398,1.17399,1.17385,35
2020-09-29 20:07:00,1.17399,1.17403,1.17403,1.17398,32
2020-09-29 20:08:00,1.17402,1.174,1.17409,1.17395,65
2020-09-29 20:09:00,1.174,1.17401,1.17405,1.174,10
2020-09-29 20:10:00,1.174,1.17405,1.17405,1.17399,28
2020-09-29 20:11:00,1.17405,1.17405,1.17405,1.174,14
2020-09-29 20:12:00,1.17405,1.17406,1.17407,1.17405,4
2020-09-29 20:13:00,1.17406,1.17405,1.17409,1.17403,23
2020-09-29 20:14:00,1.17404,1.17408,1.17409,1.17404,22
2020-09-29 20:15:00,1.17407,1.17407,1.17407,1.174,25
2020-09-29 20:16:00,1.17406,1.17408,1.17409,1.17405,8
2020-09-29 20:17:00,1.17408,1.17409,1.17409,1.17408,6
2020-09-29 20:18:00,1.17409,1.17409,1.17409,1.17406,13
2020-09-29 20:19:00,1.17409,1.17405,1.17409,1.17403,8
2020-09-29 20:20:00,1.17405,1.17407,1.17407,1.17405,3
2020-09-29 20:21:00,1.17407,1.17409,1.17409,1.17406,7
2020-09-29 20:22:00,1.17409,1.17408,1.17409,1.17408,4
2020-09-29 20:23:00,1.17408,1.17408,1.17409,1.17403,10
2020-09-29 20:24:00,1.17408,1.17409,1.17409,1.17405,3
2020-09-29 20:25:00,1.17409,1.17405,1.17409,1.17405,11
2020-09-29 20:26:00,1.17404,1.17408,1.17408,1.17403,14
2020-09-29 20:27:00,1.17408,1.17407,1.17408,1.17405,7
